Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_0
---------------------------------
| rollout/           |          |
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.6         |
|    ep_rew_mean          | 265          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 12           |
|    time_elapsed         | 3134         |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0034756754 |
|    clip_fraction        | 0.0225       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.918        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.5e+03      |
|    n_updates            | 2560         |
|    policy_gradient_loss | -0.00413     |
|    std                  | 0.471        |
|    value_loss           | 1.25e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
|    ep_rew_mean          | 354          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 13           |
|    time_elapsed         | 3389         |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0031611354 |
|    clip_fraction        | 0.00937      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.903        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.12e+03     |
|    n_updates            | 2570         |
|    policy_gradient_loss | -0.00224     |
|    std                  | 0.471        |
|    value_loss           | 1.81e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.4        |
|    ep_rew_mean          | 176         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 14          |
|    time_elapsed         | 3655        |
|    total_timesteps      | 28672       |
| train/                  |             |
|    approx_kl            | 0.002996983 |
|    clip_fraction        | 0.0402      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.878       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.29e+03    |
|    n_updates            | 2580        |
|    policy_gradient_loss | -0.00386    |
|    std                  | 0.471       |
|    value_loss           | 1.59e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 46.9        |
|    ep_rew_mean          | 224         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 15          |
|    time_elapsed         | 3916        |
|    total_timesteps      | 30720       |
| train/                  |             |
|    approx_kl            | 0.005055205 |
|    clip_fraction        | 0.0473      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.921       |
|    learning_rate        | 0.0003      |
|    loss                 | 6.92e+03    |
|    n_updates            | 2590        |
|    policy_gradient_loss | -0.00496    |
|    std                  | 0.47        |
|    value_loss           | 1.39e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 46.4         |
|    ep_rew_mean          | 194          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 16           |
|    time_elapsed         | 4178         |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0030102283 |
|    clip_fraction        | 0.0224       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.932        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.87e+03     |
|    n_updates            | 2600         |
|    policy_gradient_loss | -0.00364     |
|    std                  | 0.469        |
|    value_loss           | 9.85e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.6        |
|    ep_rew_mean          | 161         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 17          |
|    time_elapsed         | 4439        |
|    total_timesteps      | 34816       |
| train/                  |             |
|    approx_kl            | 0.002812785 |
|    clip_fraction        | 0.019       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.6e+03     |
|    n_updates            | 2610        |
|    policy_gradient_loss | -0.00403    |
|    std                  | 0.469       |
|    value_loss           | 9.56e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 46.8         |
|    ep_rew_mean          | 193          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 18           |
|    time_elapsed         | 4702         |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0023428756 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.943        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.14e+03     |
|    n_updates            | 2620         |
|    policy_gradient_loss | -0.00367     |
|    std                  | 0.47         |
|    value_loss           | 1.11e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 47.7         |
|    ep_rew_mean          | 176          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 19           |
|    time_elapsed         | 4962         |
|    total_timesteps      | 38912        |
| train/                  |              |
|    approx_kl            | 0.0039877337 |
|    clip_fraction        | 0.0166       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.923        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.11e+03     |
|    n_updates            | 2630         |
|    policy_gradient_loss | -0.00389     |
|    std                  | 0.47         |
|    value_loss           | 1.19e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.9        |
|    ep_rew_mean          | 236         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 20          |
|    time_elapsed         | 5223        |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.001082541 |
|    clip_fraction        | 0.00786     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.31e+03    |
|    n_updates            | 2640        |
|    policy_gradient_loss | -0.00275    |
|    std                  | 0.471       |
|    value_loss           | 1.13e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.8        |
|    ep_rew_mean          | 189         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 21          |
|    time_elapsed         | 5484        |
|    total_timesteps      | 43008       |
| train/                  |             |
|    approx_kl            | 0.006237527 |
|    clip_fraction        | 0.0501      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.46e+03    |
|    n_updates            | 2650        |
|    policy_gradient_loss | -0.00626    |
|    std                  | 0.47        |
|    value_loss           | 7.25e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 47.8         |
|    ep_rew_mean          | 207          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 22           |
|    time_elapsed         | 5744         |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0045745615 |
|    clip_fraction        | 0.0305       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.94         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.67e+03     |
|    n_updates            | 2660         |
|    policy_gradient_loss | -0.0032      |
|    std                  | 0.471        |
|    value_loss           | 5.97e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 47.8         |
|    ep_rew_mean          | 193          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 23           |
|    time_elapsed         | 6006         |
|    total_timesteps      | 47104        |
| train/                  |              |
|    approx_kl            | 0.0036315988 |
|    clip_fraction        | 0.0273       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.93         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.01e+04     |
|    n_updates            | 2670         |
|    policy_gradient_loss | -0.00423     |
|    std                  | 0.471        |
|    value_loss           | 1.41e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.4        |
|    ep_rew_mean          | 207         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 24          |
|    time_elapsed         | 6265        |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.002295064 |
|    clip_fraction        | 0.00259     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.81e+03    |
|    n_updates            | 2680        |
|    policy_gradient_loss | -0.00235    |
|    std                  | 0.472       |
|    value_loss           | 1.34e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.2         |
|    ep_rew_mean          | 253          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 25           |
|    time_elapsed         | 6525         |
|    total_timesteps      | 51200        |
| train/                  |              |
|    approx_kl            | 0.0057213316 |
|    clip_fraction        | 0.0271       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.921        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.04e+03     |
|    n_updates            | 2690         |
|    policy_gradient_loss | -0.00344     |
|    std                  | 0.472        |
|    value_loss           | 1.15e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.4        |
|    ep_rew_mean          | 159         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 26          |
|    time_elapsed         | 6785        |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.004138401 |
|    clip_fraction        | 0.0482      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.77e+03    |
|    n_updates            | 2700        |
|    policy_gradient_loss | -0.00518    |
|    std                  | 0.472       |
|    value_loss           | 1.63e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.8         |
|    ep_rew_mean          | 189          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 27           |
|    time_elapsed         | 7044         |
|    total_timesteps      | 55296        |
| train/                  |              |
|    approx_kl            | 0.0031391662 |
|    clip_fraction        | 0.0163       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.867        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.12e+03     |
|    n_updates            | 2710         |
|    policy_gradient_loss | -0.00424     |
|    std                  | 0.471        |
|    value_loss           | 1.72e+04     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51         |
|    ep_rew_mean          | 216        |
| time/                   |            |
|    fps                  | 7          |
|    iterations           | 28         |
|    time_elapsed         | 7300       |
|    total_timesteps      | 57344      |
| train/                  |            |
|    approx_kl            | 0.00260824 |
|    clip_fraction        | 0.0171     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.33      |
|    explained_variance   | 0.91       |
|    learning_rate        | 0.0003     |
|    loss                 | 2.76e+03   |
|    n_updates            | 2720       |
|    policy_gradient_loss | -0.00349   |
|    std                  | 0.471      |
|    value_loss           | 1.08e+04   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 51         |
|    ep_rew_mean          | 310        |
| time/                   |            |
|    fps                  | 7          |
|    iterations           | 29         |
|    time_elapsed         | 7559       |
|    total_timesteps      | 59392      |
| train/                  |            |
|    approx_kl            | 0.00406843 |
|    clip_fraction        | 0.0135     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.32      |
|    explained_variance   | 0.932      |
|    learning_rate        | 0.0003     |
|    loss                 | 2.5e+03    |
|    n_updates            | 2730       |
|    policy_gradient_loss | -0.00316   |
|    std                  | 0.47       |
|    value_loss           | 1.06e+04   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48.7         |
|    ep_rew_mean          | 238          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 30           |
|    time_elapsed         | 7821         |
|    total_timesteps      | 61440        |
| train/                  |              |
|    approx_kl            | 0.0045108874 |
|    clip_fraction        | 0.0379       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.953        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.13e+03     |
|    n_updates            | 2740         |
|    policy_gradient_loss | -0.00356     |
|    std                  | 0.471        |
|    value_loss           | 6.31e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.5        |
|    ep_rew_mean          | 191         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 31          |
|    time_elapsed         | 8082        |
|    total_timesteps      | 63488       |
| train/                  |             |
|    approx_kl            | 0.005499384 |
|    clip_fraction        | 0.0313      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.31e+03    |
|    n_updates            | 2750        |
|    policy_gradient_loss | -0.00454    |
|    std                  | 0.471       |
|    value_loss           | 1.13e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 49.4        |
|    ep_rew_mean          | 127         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 32          |
|    time_elapsed         | 8339        |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.002505674 |
|    clip_fraction        | 0.0185      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.937       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.09e+03    |
|    n_updates            | 2760        |
|    policy_gradient_loss | -0.00296    |
|    std                  | 0.471       |
|    value_loss           | 1.24e+04    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 47.6        |
|    ep_rew_mean          | 82.8        |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 33          |
|    time_elapsed         | 8603        |
|    total_timesteps      | 67584       |
| train/                  |             |
|    approx_kl            | 0.002385497 |
|    clip_fraction        | 0.00674     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.33       |
|    explained_variance   | 0.889       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.4e+03     |
|    n_updates            | 2770        |
|    policy_gradient_loss | -0.00159    |
|    std                  | 0.471       |
|    value_loss           | 1.43e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 48.3         |
|    ep_rew_mean          | 114          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 34           |
|    time_elapsed         | 8860         |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0035482368 |
|    clip_fraction        | 0.0144       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.952        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.15e+03     |
|    n_updates            | 2780         |
|    policy_gradient_loss | -0.0036      |
|    std                  | 0.471        |
|    value_loss           | 9.46e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.5         |
|    ep_rew_mean          | 140          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 35           |
|    time_elapsed         | 9118         |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0049775047 |
|    clip_fraction        | 0.0339       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.33e+04     |
|    n_updates            | 2790         |
|    policy_gradient_loss | -0.00435     |
|    std                  | 0.471        |
|    value_loss           | 1.33e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51           |
|    ep_rew_mean          | 202          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 36           |
|    time_elapsed         | 9376         |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0036718808 |
|    clip_fraction        | 0.0223       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.954        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.27e+03     |
|    n_updates            | 2800         |
|    policy_gradient_loss | -0.00376     |
|    std                  | 0.471        |
|    value_loss           | 4.73e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.9         |
|    ep_rew_mean          | 142          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 37           |
|    time_elapsed         | 9637         |
|    total_timesteps      | 75776        |
| train/                  |              |
|    approx_kl            | 0.0040655057 |
|    clip_fraction        | 0.0168       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.33        |
|    explained_variance   | 0.924        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.26e+03     |
|    n_updates            | 2810         |
|    policy_gradient_loss | -0.0035      |
|    std                  | 0.471        |
|    value_loss           | 1.04e+04     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 49.7         |
|    ep_rew_mean          | 158          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 38           |
|    time_elapsed         | 9896         |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0045014434 |
|    clip_fraction        | 0.0461       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.946        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.65e+03     |
|    n_updates            | 2820         |
|    policy_gradient_loss | -0.0058      |
|    std                  | 0.47         |
|    value_loss           | 1.01e+04     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 48.6        |
|    ep_rew_mean          | 175         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 39          |
|    time_elapsed         | 10158       |
|    total_timesteps      | 79872       |
| train/                  |             |
|    approx_kl            | 0.003270145 |
|    clip_fraction        | 0.0182      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.32       |
|    explained_variance   | 0.911       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.54e+03    |
|    n_updates            | 2830        |
|    policy_gradient_loss | -0.00345    |
|    std                  | 0.47        |
|    value_loss           | 1.47e+04    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 50.5         |
|    ep_rew_mean          | 294          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 40           |
|    time_elapsed         | 10415        |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0030970597 |
|    clip_fraction        | 0.0223       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.957        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.3e+03      |
|    n_updates            | 2840         |
|    policy_gradient_loss | -0.00344     |
|    std                  | 0.469        |
|    value_loss           | 5.16e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.1         |
|    ep_rew_mean          | 338          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 41           |
|    time_elapsed         | 10672        |
|    total_timesteps      | 83968        |
| train/                  |              |
|    approx_kl            | 0.0056928894 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.32        |
|    explained_variance   | 0.936        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.03e+03     |
|    n_updates            | 2850         |
|    policy_gradient_loss | -0.00552     |
|    std                  | 0.468        |
|    value_loss           | 7.17e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 52.5        |
|    ep_rew_mean          | 275         |
| time/                   |             |
|    fps                  | 7           |
|    iterations           | 42          |
|    time_elapsed         | 10928       |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.005078958 |
|    clip_fraction        | 0.0343      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.31       |
|    explained_variance   | 0.946       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.85e+03    |
|    n_updates            | 2860        |
|    policy_gradient_loss | -0.0049     |
|    std                  | 0.467       |
|    value_loss           | 5.56e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 53.4         |
|    ep_rew_mean          | 274          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 43           |
|    time_elapsed         | 11184        |
|    total_timesteps      | 88064        |
| train/                  |              |
|    approx_kl            | 0.0039514527 |
|    clip_fraction        | 0.0388       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | 0.968        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.97e+03     |
|    n_updates            | 2870         |
|    policy_gradient_loss | -0.00446     |
|    std                  | 0.466        |
|    value_loss           | 5.13e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 51           |
|    ep_rew_mean          | 230          |
| time/                   |              |
|    fps                  | 7            |
|    iterations           | 44           |
|    time_elapsed         | 11445        |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0031389194 |
|    clip_fraction        | 0.0247       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | 0.948        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.43e+03     |
|    n_updates            | 2880         |
|    policy_gradient_loss | -0.00372     |
|    std                  | 0.466        |
|    value_loss           | 7.36e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
