Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_5
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003       |
|    loss                 | 2.67e+03     |
|    n_updates            | 7450         |
|    policy_gradient_loss | -0.00561     |
|    std                  | 0.358        |
|    value_loss           | 9.63e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 726         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 11          |
|    time_elapsed         | 2482        |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.005619676 |
|    clip_fraction        | 0.0528      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.779      |
|    explained_variance   | 0.83        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.81e+03    |
|    n_updates            | 7460        |
|    policy_gradient_loss | -0.00598    |
|    std                  | 0.359       |
|    value_loss           | 5.38e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 147          |
|    ep_rew_mean          | 704          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 12           |
|    time_elapsed         | 2704         |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0035517137 |
|    clip_fraction        | 0.0567       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.785       |
|    explained_variance   | 0.831        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.84e+03     |
|    n_updates            | 7470         |
|    policy_gradient_loss | -0.00371     |
|    std                  | 0.359        |
|    value_loss           | 6.18e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 158          |
|    ep_rew_mean          | 688          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 13           |
|    time_elapsed         | 2923         |
|    total_timesteps      | 26624        |
| train/                  |              |
|    approx_kl            | 0.0072660754 |
|    clip_fraction        | 0.0522       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.784       |
|    explained_variance   | 0.861        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.11e+03     |
|    n_updates            | 7480         |
|    policy_gradient_loss | -0.00609     |
|    std                  | 0.358        |
|    value_loss           | 6e+03        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 146          |
|    ep_rew_mean          | 730          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 14           |
|    time_elapsed         | 3145         |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0062335506 |
|    clip_fraction        | 0.0553       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.775       |
|    explained_variance   | 0.782        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.7e+03      |
|    n_updates            | 7490         |
|    policy_gradient_loss | -0.0039      |
|    std                  | 0.356        |
|    value_loss           | 4.97e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 161          |
|    ep_rew_mean          | 694          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 15           |
|    time_elapsed         | 3361         |
|    total_timesteps      | 30720        |
| train/                  |              |
|    approx_kl            | 0.0065104095 |
|    clip_fraction        | 0.0784       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.768       |
|    explained_variance   | 0.858        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.26e+03     |
|    n_updates            | 7500         |
|    policy_gradient_loss | -0.00645     |
|    std                  | 0.356        |
|    value_loss           | 3.95e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 162         |
|    ep_rew_mean          | 715         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 16          |
|    time_elapsed         | 3576        |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.005369116 |
|    clip_fraction        | 0.0452      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.767      |
|    explained_variance   | 0.84        |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11e+03    |
|    n_updates            | 7510        |
|    policy_gradient_loss | -0.00621    |
|    std                  | 0.356       |
|    value_loss           | 4.33e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 168          |
|    ep_rew_mean          | 698          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 17           |
|    time_elapsed         | 3807         |
|    total_timesteps      | 34816        |
| train/                  |              |
|    approx_kl            | 0.0067407293 |
|    clip_fraction        | 0.0676       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.767       |
|    explained_variance   | 0.898        |
|    learning_rate        | 0.0003       |
|    loss                 | 870          |
|    n_updates            | 7520         |
|    policy_gradient_loss | -0.00375     |
|    std                  | 0.356        |
|    value_loss           | 2.87e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 160          |
|    ep_rew_mean          | 714          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 18           |
|    time_elapsed         | 4032         |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0056578685 |
|    clip_fraction        | 0.053        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.763       |
|    explained_variance   | 0.859        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.94e+03     |
|    n_updates            | 7530         |
|    policy_gradient_loss | -0.00837     |
|    std                  | 0.355        |
|    value_loss           | 5.46e+03     |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 162        |
|    ep_rew_mean          | 728        |
| time/                   |            |
|    fps                  | 9          |
|    iterations           | 19         |
|    time_elapsed         | 4255       |
|    total_timesteps      | 38912      |
| train/                  |            |
|    approx_kl            | 0.00797824 |
|    clip_fraction        | 0.0895     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.76      |
|    explained_variance   | 0.961      |
|    learning_rate        | 0.0003     |
|    loss                 | 831        |
|    n_updates            | 7540       |
|    policy_gradient_loss | -0.00475   |
|    std                  | 0.355      |
|    value_loss           | 2.4e+03    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 164         |
|    ep_rew_mean          | 733         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 20          |
|    time_elapsed         | 4480        |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.007355778 |
|    clip_fraction        | 0.0499      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.762      |
|    explained_variance   | 0.797       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.82e+03    |
|    n_updates            | 7550        |
|    policy_gradient_loss | -0.00363    |
|    std                  | 0.355       |
|    value_loss           | 7.08e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 158          |
|    ep_rew_mean          | 762          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 21           |
|    time_elapsed         | 4705         |
|    total_timesteps      | 43008        |
| train/                  |              |
|    approx_kl            | 0.0046477057 |
|    clip_fraction        | 0.0538       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.764       |
|    explained_variance   | 0.901        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.04e+03     |
|    n_updates            | 7560         |
|    policy_gradient_loss | -0.00346     |
|    std                  | 0.355        |
|    value_loss           | 4.69e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 141         |
|    ep_rew_mean          | 785         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 22          |
|    time_elapsed         | 4935        |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.005912623 |
|    clip_fraction        | 0.0563      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.762      |
|    explained_variance   | 0.831       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.7e+03     |
|    n_updates            | 7570        |
|    policy_gradient_loss | -0.00522    |
|    std                  | 0.355       |
|    value_loss           | 5.39e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 125         |
|    ep_rew_mean          | 818         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 23          |
|    time_elapsed         | 5167        |
|    total_timesteps      | 47104       |
| train/                  |             |
|    approx_kl            | 0.006103453 |
|    clip_fraction        | 0.0468      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.761      |
|    explained_variance   | 0.797       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.84e+03    |
|    n_updates            | 7580        |
|    policy_gradient_loss | -0.00733    |
|    std                  | 0.355       |
|    value_loss           | 6.87e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 128         |
|    ep_rew_mean          | 817         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 24          |
|    time_elapsed         | 5388        |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.010125082 |
|    clip_fraction        | 0.077       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.76       |
|    explained_variance   | 0.862       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.06e+03    |
|    n_updates            | 7590        |
|    policy_gradient_loss | -0.00363    |
|    std                  | 0.355       |
|    value_loss           | 4.52e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 817         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 25          |
|    time_elapsed         | 5607        |
|    total_timesteps      | 51200       |
| train/                  |             |
|    approx_kl            | 0.005275555 |
|    clip_fraction        | 0.0446      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.758      |
|    explained_variance   | 0.845       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.46e+03    |
|    n_updates            | 7600        |
|    policy_gradient_loss | -0.00422    |
|    std                  | 0.354       |
|    value_loss           | 4.65e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 127         |
|    ep_rew_mean          | 819         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 26          |
|    time_elapsed         | 5840        |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.003593429 |
|    clip_fraction        | 0.0467      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.754      |
|    explained_variance   | 0.825       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.35e+03    |
|    n_updates            | 7610        |
|    policy_gradient_loss | -0.00575    |
|    std                  | 0.353       |
|    value_loss           | 4.37e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 124         |
|    ep_rew_mean          | 807         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 27          |
|    time_elapsed         | 6068        |
|    total_timesteps      | 55296       |
| train/                  |             |
|    approx_kl            | 0.005447445 |
|    clip_fraction        | 0.0751      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.749      |
|    explained_variance   | 0.898       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.36e+03    |
|    n_updates            | 7620        |
|    policy_gradient_loss | -0.00617    |
|    std                  | 0.353       |
|    value_loss           | 3.11e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | 788          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 28           |
|    time_elapsed         | 6288         |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0053369002 |
|    clip_fraction        | 0.0532       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.749       |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.45e+03     |
|    n_updates            | 7630         |
|    policy_gradient_loss | -0.00712     |
|    std                  | 0.353        |
|    value_loss           | 4.54e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 770         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 29          |
|    time_elapsed         | 6507        |
|    total_timesteps      | 59392       |
| train/                  |             |
|    approx_kl            | 0.006245599 |
|    clip_fraction        | 0.0726      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.752      |
|    explained_variance   | 0.893       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.43e+03    |
|    n_updates            | 7640        |
|    policy_gradient_loss | -0.00559    |
|    std                  | 0.354       |
|    value_loss           | 3.2e+03     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 753         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 30          |
|    time_elapsed         | 6737        |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.007145618 |
|    clip_fraction        | 0.0682      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.751      |
|    explained_variance   | 0.908       |
|    learning_rate        | 0.0003      |
|    loss                 | 527         |
|    n_updates            | 7650        |
|    policy_gradient_loss | -0.00672    |
|    std                  | 0.353       |
|    value_loss           | 3.15e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 767          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 31           |
|    time_elapsed         | 6961         |
|    total_timesteps      | 63488        |
| train/                  |              |
|    approx_kl            | 0.0052205767 |
|    clip_fraction        | 0.0406       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.75        |
|    explained_variance   | 0.829        |
|    learning_rate        | 0.0003       |
|    loss                 | 981          |
|    n_updates            | 7660         |
|    policy_gradient_loss | -0.00578     |
|    std                  | 0.353        |
|    value_loss           | 5.81e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 135          |
|    ep_rew_mean          | 737          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 32           |
|    time_elapsed         | 7190         |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0061730472 |
|    clip_fraction        | 0.0541       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.752       |
|    explained_variance   | 0.897        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.72e+03     |
|    n_updates            | 7670         |
|    policy_gradient_loss | -0.00571     |
|    std                  | 0.353        |
|    value_loss           | 7.24e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | 752          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 33           |
|    time_elapsed         | 7417         |
|    total_timesteps      | 67584        |
| train/                  |              |
|    approx_kl            | 0.0077071586 |
|    clip_fraction        | 0.0583       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.751       |
|    explained_variance   | 0.876        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.01e+03     |
|    n_updates            | 7680         |
|    policy_gradient_loss | -0.00594     |
|    std                  | 0.353        |
|    value_loss           | 5.52e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 752         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 34          |
|    time_elapsed         | 7649        |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.005327442 |
|    clip_fraction        | 0.0549      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.748      |
|    explained_variance   | 0.849       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.11e+03    |
|    n_updates            | 7690        |
|    policy_gradient_loss | -0.00427    |
|    std                  | 0.352       |
|    value_loss           | 6.17e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 135          |
|    ep_rew_mean          | 763          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 35           |
|    time_elapsed         | 7861         |
|    total_timesteps      | 71680        |
| train/                  |              |
|    approx_kl            | 0.0066280654 |
|    clip_fraction        | 0.0724       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.746       |
|    explained_variance   | 0.891        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.62e+03     |
|    n_updates            | 7700         |
|    policy_gradient_loss | -0.00193     |
|    std                  | 0.352        |
|    value_loss           | 4.51e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 760         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 36          |
|    time_elapsed         | 8079        |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.008878515 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.746      |
|    explained_variance   | 0.956       |
|    learning_rate        | 0.0003      |
|    loss                 | 645         |
|    n_updates            | 7710        |
|    policy_gradient_loss | -0.00341    |
|    std                  | 0.352       |
|    value_loss           | 1.61e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 149          |
|    ep_rew_mean          | 742          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 37           |
|    time_elapsed         | 8304         |
|    total_timesteps      | 75776        |
| train/                  |              |
|    approx_kl            | 0.0064562545 |
|    clip_fraction        | 0.0629       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.742       |
|    explained_variance   | 0.877        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.03e+03     |
|    n_updates            | 7720         |
|    policy_gradient_loss | -0.00778     |
|    std                  | 0.351        |
|    value_loss           | 3.22e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 152          |
|    ep_rew_mean          | 767          |
| time/                   |              |
|    fps                  | 9            |
|    iterations           | 38           |
|    time_elapsed         | 8523         |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0049574496 |
|    clip_fraction        | 0.0338       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.736       |
|    explained_variance   | 0.825        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.99e+03     |
|    n_updates            | 7730         |
|    policy_gradient_loss | -0.00425     |
|    std                  | 0.35         |
|    value_loss           | 5.06e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | 755         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 39          |
|    time_elapsed         | 8756        |
|    total_timesteps      | 79872       |
| train/                  |             |
|    approx_kl            | 0.005620547 |
|    clip_fraction        | 0.0513      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.731      |
|    explained_variance   | 0.859       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.72e+03    |
|    n_updates            | 7740        |
|    policy_gradient_loss | -0.00512    |
|    std                  | 0.349       |
|    value_loss           | 5.16e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 775         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 40          |
|    time_elapsed         | 8985        |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.005183577 |
|    clip_fraction        | 0.0476      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.728      |
|    explained_variance   | 0.879       |
|    learning_rate        | 0.0003      |
|    loss                 | 750         |
|    n_updates            | 7750        |
|    policy_gradient_loss | -0.0043     |
|    std                  | 0.349       |
|    value_loss           | 4.42e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 150         |
|    ep_rew_mean          | 770         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 41          |
|    time_elapsed         | 9212        |
|    total_timesteps      | 83968       |
| train/                  |             |
|    approx_kl            | 0.004894465 |
|    clip_fraction        | 0.0442      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.725      |
|    explained_variance   | 0.723       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.92e+03    |
|    n_updates            | 7760        |
|    policy_gradient_loss | -0.00628    |
|    std                  | 0.348       |
|    value_loss           | 6.14e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 787         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 42          |
|    time_elapsed         | 9431        |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.008003157 |
|    clip_fraction        | 0.0771      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.722      |
|    explained_variance   | 0.905       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.24e+03    |
|    n_updates            | 7770        |
|    policy_gradient_loss | -0.00497    |
|    std                  | 0.348       |
|    value_loss           | 3.62e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 797         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 43          |
|    time_elapsed         | 9656        |
|    total_timesteps      | 88064       |
| train/                  |             |
|    approx_kl            | 0.012574849 |
|    clip_fraction        | 0.0897      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.717      |
|    explained_variance   | 0.935       |
|    learning_rate        | 0.0003      |
|    loss                 | 701         |
|    n_updates            | 7780        |
|    policy_gradient_loss | -0.00431    |
|    std                  | 0.346       |
|    value_loss           | 2.98e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 813         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 44          |
|    time_elapsed         | 9879        |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.008428445 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.71       |
|    explained_variance   | 0.897       |
|    learning_rate        | 0.0003      |
|    loss                 | 866         |
|    n_updates            | 7790        |
|    policy_gradient_loss | -0.00751    |
|    std                  | 0.345       |
|    value_loss           | 2.38e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 822         |
| time/                   |             |
|    fps                  | 9           |
|    iterations           | 45          |
|    time_elapsed         | 10098       |
|    total_timesteps      | 92160       |
| train/                  |             |
|    approx_kl            | 0.006474331 |
